;;;Gurobi;;;;;Hexaly;;;;;;MAB;;;;;BVNS;;;;
Group;Instance;Vmin;Error;TTB;Cpu T.;Optimal;Desv;Error;TTB;Cpu T. Parl;Optimal;Feasible/opt;Desv;Error;TTB;Cpu T.;Optimal;Desv;Error;TTB;Cpu T.;Optimal;Desv
huge;606-Randomized_vertices-0.25-nos2.hwb;0;;;;;0,00%;1;3;600;FALSE;HxSolutionStatus.FEASIBLE;100,00%;2;0;678,434;FALSE;200,00%;0,957;0;0;TRUE;0,00%
huge;611-Randomized_vertices-0.25-nos7.hwb;0;;;;;0,00%;3;58;600;FALSE;HxSolutionStatus.FEASIBLE;300,00%;4;0;630,087;FALSE;400,00%;0,729;0;0;TRUE;0,00%
huge;654-Randomized_vertices-0.5-bcsstk19.hwb;0;;;;;0,00%;2;82;600;FALSE;HxSolutionStatus.FEASIBLE;200,00%;6;68;634,044;FALSE;600,00%;0,817;0;0;TRUE;0,00%
huge;679-Randomized_vertices-0.5-dwt__758.hwb;0;;;;;0,00%;4;35;600;FALSE;HxSolutionStatus.FEASIBLE;400,00%;5;60;605,958;FALSE;500,00%;0,758;0;0;TRUE;0,00%
huge;680-Randomized_vertices-0.5-dwt__878.hwb;0;;;;;0,00%;4;34;600;FALSE;HxSolutionStatus.FEASIBLE;400,00%;6;81;633,746;FALSE;600,00%;0,878;0;0;TRUE;0,00%
huge;681-Randomized_vertices-0.5-dwt__918.hwb;0;;;;;0,00%;3;214;600;FALSE;HxSolutionStatus.FEASIBLE;300,00%;6;224;714,986;FALSE;600,00%;0,918;0;0;TRUE;0,00%
huge;691-Randomized_vertices-0.5-gr_30_30.hwb;0;;;;;0,00%;0;77;77;TRUE;HxSolutionStatus.OPTIMAL;0,00%;6;83;656,208;FALSE;600,00%;0,9;0;0;TRUE;0,00%
huge;704-Randomized_vertices-0.5-lshp_778.hwb;0;;;;;0,00%;3;446;600;FALSE;HxSolutionStatus.FEASIBLE;300,00%;4;59;614,554;FALSE;400,00%;0,778;0;0;TRUE;0,00%
huge;712-Randomized_vertices-0.5-nos2.hwb;0;;;;;0,00%;2;1;600;FALSE;HxSolutionStatus.FEASIBLE;200,00%;2;0;642,962;FALSE;200,00%;0,957;0;0;TRUE;0,00%
huge;76-Randomized_edges-0.15-nos2.hwb;0;;;;;0,00%;1;3;600;FALSE;HxSolutionStatus.FEASIBLE;100,00%;2;0;661,987;FALSE;200,00%;0,957;106;106;TRUE;0,00%
huge;out.soc-sign-bitcoinalpha.txt;207;;;;;-99,52%;207;599;600;FALSE;HxSolutionStatus.FEASIBLE;0,00%;838;602;663,747;FALSE;303,37%;978,0001;597;601;FALSE;370,67%
medium;06-Randomized_edges-0.15-ash85.hwb;0;15;3600,02;3600;FALSE;1500,00%;1;5;600;FALSE;HxSolutionStatus.FEASIBLE;100,00%;2;4;601,262;FALSE;200,00%;0,85;0;0;TRUE;0,00%
medium;112-Randomized_edges-0.25-ash85.hwb;0;6;1770,42;3600;FALSE;600,00%;1;65;600;FALSE;HxSolutionStatus.FEASIBLE;100,00%;2;0;601,044;FALSE;200,00%;0,85;0;0;TRUE;0,00%
medium;118-Randomized_edges-0.25-bcsstk01.hwb;1;5;1257,51;3601;FALSE;200,00%;1;79;600;FALSE;HxSolutionStatus.FEASIBLE;0,00%;2;0;601,154;FALSE;50,00%;1,01;0;600;FALSE;0,00%
medium;119-Randomized_edges-0.25-bcsstk02.hwb;150;780;3111,72;3600;FALSE;417,22%;162;399;600;FALSE;HxSolutionStatus.FEASIBLE;7,95%;178;91;608,901;FALSE;18,54%;150,05;396;600;FALSE;0,00%
medium;12-Randomized_edges-0.15-bcsstk01.hwb;1;6;762,35;3601;FALSE;250,00%;1;24;600;FALSE;HxSolutionStatus.FEASIBLE;0,00%;2;0;601,116;FALSE;50,00%;1,01;0;600;FALSE;0,00%
medium;135-Randomized_edges-0.25-can___62.hwb;0;1;3358,52;3600;FALSE;100,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;9;9,932;TRUE;0,00%;0,62;0;0;TRUE;0,00%
medium;136-Randomized_edges-0.25-curtis54.hwb;0;4;1117,66;3601;FALSE;400,00%;0;110;110;TRUE;HxSolutionStatus.OPTIMAL;0,00%;1;0;601,158;FALSE;100,00%;0,54;0;0;TRUE;0,00%
medium;13-Randomized_edges-0.15-bcsstk02.hwb;99;765;3370,83;3600;FALSE;666,00%;110;366;600;FALSE;HxSolutionStatus.FEASIBLE;11,00%;135;72;613,61;FALSE;36,00%;99,11;341;600;FALSE;0,00%
medium;165-Randomized_edges-0.25-impcol_b.hwb;2;17;2551,63;3601;FALSE;500,00%;3;153;600;FALSE;HxSolutionStatus.FEASIBLE;33,33%;7;21;601,043;FALSE;166,67%;2,16;7;600;FALSE;0,00%
medium;200-Randomized_edges-0.25-steam3.hwb;3;29;3259,01;3600;FALSE;650,00%;4;105;600;FALSE;HxSolutionStatus.FEASIBLE;25,00%;5;118;601,475;FALSE;50,00%;3,05;54;600;FALSE;0,00%
medium;212-Randomized_edges-0.25-will57.hwb;1;5;716,73;3601;FALSE;200,00%;1;1;600;FALSE;HxSolutionStatus.FEASIBLE;0,00%;1;7;601,026;FALSE;0,00%;1,01;0;600;FALSE;0,00%
medium;218-Randomized_edges-0.5-ash85.hwb;0;5;3442,41;3600;FALSE;500,00%;2;2;600;FALSE;HxSolutionStatus.FEASIBLE;200,00%;2;16;601,213;FALSE;200,00%;0,85;1;1;TRUE;0,00%
medium;225-Randomized_edges-0.5-bcsstk02.hwb;205;1010;3003,76;3600;FALSE;390,78%;219;591;600;FALSE;HxSolutionStatus.FEASIBLE;6,80%;241;601;601,892;FALSE;17,48%;205,03;434;600;FALSE;0,00%
medium;241-Randomized_edges-0.5-can___62.hwb;0;3;1348,48;3600;FALSE;300,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,228;TRUE;0,00%;0,62;0;0;TRUE;0,00%
medium;306-Randomized_edges-0.5-steam3.hwb;3;29;2689,55;3600;FALSE;650,00%;5;589;600;FALSE;HxSolutionStatus.FEASIBLE;50,00%;6;3;601,266;FALSE;75,00%;3,13;377;600;FALSE;0,00%
medium;324-Randomized_edges-0.75-ash85.hwb;0;5;1413,57;3600;FALSE;500,00%;1;3;600;FALSE;HxSolutionStatus.FEASIBLE;100,00%;1;228;601,16;FALSE;100,00%;0,85;0;0;TRUE;0,00%
medium;330-Randomized_edges-0.75-bcsstk01.hwb;1;9;2387,1;3600;FALSE;400,00%;2;3;600;FALSE;HxSolutionStatus.FEASIBLE;50,00%;2;6;601,033;FALSE;50,00%;1,12;1;600;FALSE;0,00%
medium;331-Randomized_edges-0.75-bcsstk02.hwb;155;922;2540,48;3600;FALSE;491,67%;164;518;600;FALSE;HxSolutionStatus.FEASIBLE;5,77%;187;195;604,95;FALSE;20,51%;155,01;353;600;FALSE;0,00%
medium;347-Randomized_edges-0.75-can___62.hwb;0;2;3600,12;3600;FALSE;200,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,063;TRUE;0,00%;0,62;0;0;TRUE;0,00%
medium;348-Randomized_edges-0.75-curtis54.hwb;0;6;1090,25;3602;FALSE;600,00%;0;104;104;TRUE;HxSolutionStatus.OPTIMAL;0,00%;1;0;601,126;FALSE;100,00%;0,54;0;0;TRUE;0,00%
medium;377-Randomized_edges-0.75-impcol_b.hwb;3;23;2838,46;3601;FALSE;500,00%;4;4;600;FALSE;HxSolutionStatus.FEASIBLE;25,00%;5;88;601,01;FALSE;50,00%;3,01;111;600;FALSE;0,00%
medium;424-Randomized_edges-0.75-will57.hwb;1;4;2891,31;3600;FALSE;150,00%;1;1;600;FALSE;HxSolutionStatus.FEASIBLE;0,00%;1;0;601,071;FALSE;0,00%;1,01;0;600;FALSE;0,00%
medium;430-Randomized_vertices-0.15-ash85.hwb;0;3;3531,27;3600;FALSE;300,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;44;44,395;TRUE;0,00%;0,85;0;0;TRUE;0,00%
medium;432-Randomized_vertices-0.15-bcspwr02.hwb;0;0;1100,03;1100;TRUE;0,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,143;TRUE;0,00%;0,49;0;0;TRUE;0,00%
medium;436-Randomized_vertices-0.15-bcsstk01.hwb;0;6;3601,07;3601;FALSE;600,00%;0;10;10;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;7;7,158;TRUE;0,00%;0,48;0;0;TRUE;0,00%
medium;437-Randomized_vertices-0.15-bcsstk02.hwb;182;702;2082,66;3600;FALSE;284,15%;182;4;600;FALSE;HxSolutionStatus.FEASIBLE;0,00%;190;86;604,371;FALSE;4,37%;182,26;106;600;FALSE;0,00%
medium;453-Randomized_vertices-0.15-can___62.hwb;0;1;3262,41;3600;FALSE;100,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,185;TRUE;0,00%;0,62;0;0;TRUE;0,00%
medium;454-Randomized_vertices-0.15-curtis54.hwb;0;3;2296,63;3600;FALSE;300,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;11;11,547;TRUE;0,00%;0,54;0;0;TRUE;0,00%
medium;483-Randomized_vertices-0.15-impcol_b.hwb;0;13;2883,88;3601;FALSE;1300,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;123;123,414;TRUE;0,00%;0,59;0;0;TRUE;0,00%
medium;518-Randomized_vertices-0.15-steam3.hwb;0;27;2781,62;3600;FALSE;2700,00%;0;1;1;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,488;TRUE;0,00%;0,8;0;0;TRUE;0,00%
medium;530-Randomized_vertices-0.15-will57.hwb;0;2;2632,28;3601;FALSE;200,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,187;TRUE;0,00%;0,57;0;0;TRUE;0,00%
medium;536-Randomized_vertices-0.25-ash85.hwb;0;7;1646,81;3600;FALSE;700,00%;0;2;2;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;111;111,011;TRUE;0,00%;0,85;0;0;TRUE;0,00%
medium;538-Randomized_vertices-0.25-bcspwr02.hwb;0;1;2712,98;3601;FALSE;100,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,487;TRUE;0,00%;0,49;0;0;TRUE;0,00%
medium;543-Randomized_vertices-0.25-bcsstk02.hwb;208;803;2987,27;3600;FALSE;284,69%;208;288;600;FALSE;HxSolutionStatus.FEASIBLE;0,00%;218;195;606,295;FALSE;4,78%;208,19;92;600;FALSE;0,00%
medium;559-Randomized_vertices-0.25-can___62.hwb;0;0;2951,34;2951;TRUE;0,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,19;TRUE;0,00%;0,62;0;0;TRUE;0,00%
medium;560-Randomized_vertices-0.25-curtis54.hwb;0;4;1026,55;3600;FALSE;400,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,181;TRUE;0,00%;0,54;0;0;TRUE;0,00%
medium;589-Randomized_vertices-0.25-impcol_b.hwb;0;13;2438,27;3602;FALSE;1300,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,264;TRUE;0,00%;0,59;0;0;TRUE;0,00%
medium;59-Randomized_edges-0.15-impcol_b.hwb;2;16;1804,7;3600;FALSE;466,67%;2;9;600;FALSE;HxSolutionStatus.FEASIBLE;0,00%;4;355;601,033;FALSE;66,67%;2,01;9;600;FALSE;0,00%
medium;624-Randomized_vertices-0.25-steam3.hwb;0;11;2727,22;3600;FALSE;1100,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,019;TRUE;0,00%;0,8;0;0;TRUE;0,00%
medium;636-Randomized_vertices-0.25-will57.hwb;0;5;2033,58;3600;FALSE;500,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,219;TRUE;0,00%;0,57;0;0;TRUE;0,00%
medium;642-Randomized_vertices-0.5-ash85.hwb;0;6;1676,59;3600;FALSE;600,00%;0;1;1;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,487;TRUE;0,00%;0,85;0;0;TRUE;0,00%
medium;648-Randomized_vertices-0.5-bcsstk01.hwb;0;5;837,89;3601;FALSE;500,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,138;TRUE;0,00%;0,48;0;0;TRUE;0,00%
medium;649-Randomized_vertices-0.5-bcsstk02.hwb;0;1003;3390,96;3600;FALSE;100300,00%;270;137;600;FALSE;HxSolutionStatus.FEASIBLE;27000,00%;32;9;606,899;FALSE;3200,00%;0,66;0;0;TRUE;0,00%
medium;666-Randomized_vertices-0.5-curtis54.hwb;0;6;853,68;3601;FALSE;600,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,402;TRUE;0,00%;0,54;0;0;TRUE;0,00%
medium;695-Randomized_vertices-0.5-impcol_b.hwb;0;19;1569,59;3602;FALSE;1900,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,253;TRUE;0,00%;0,59;0;0;TRUE;0,00%
medium;742-Randomized_vertices-0.5-will57.hwb;0;3;2596,57;3601;FALSE;300,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,069;TRUE;0,00%;0,57;0;0;TRUE;0,00%
medium;750-Randomized_vertices-0.75-bcspwr02.hwb;0;0;1746,19;1746;TRUE;0,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,009;TRUE;0,00%;0,49;0;0;TRUE;0,00%
medium;754-Randomized_vertices-0.75-bcsstk01.hwb;0;4;3600,13;3600;FALSE;400,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,061;TRUE;0,00%;0,48;0;0;TRUE;0,00%
medium;755-Randomized_vertices-0.75-bcsstk02.hwb;0;743;3072,16;3600;FALSE;74300,00%;0;1;1;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,022;TRUE;0,00%;0,66;0;0;TRUE;0,00%
medium;771-Randomized_vertices-0.75-can___62.hwb;0;0;1940,11;1940;TRUE;0,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,034;TRUE;0,00%;0,62;0;0;TRUE;0,00%
medium;772-Randomized_vertices-0.75-curtis54.hwb;0;2;689,6;3601;FALSE;200,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,019;TRUE;0,00%;0,54;0;0;TRUE;0,00%
medium;801-Randomized_vertices-0.75-impcol_b.hwb;0;8;3053,26;3600;FALSE;800,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,067;TRUE;0,00%;0,59;0;0;TRUE;0,00%
medium;848-Randomized_vertices-0.75-will57.hwb;0;0;2662,64;2663;TRUE;0,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,009;TRUE;0,00%;0,57;0;0;TRUE;0,00%
medium;94-Randomized_edges-0.15-steam3.hwb;2;10;984,48;3600;FALSE;266,67%;3;12;600;FALSE;HxSolutionStatus.FEASIBLE;33,33%;4;116;601,285;FALSE;66,67%;2,03;231;600;FALSE;0,00%
medium;complete_019_50x1225_100_20;69;153;3600,36;3600;FALSE;120,00%;69;380;600;FALSE;HxSolutionStatus.FEASIBLE;0,00%;83;314;603,482;FALSE;20,00%;69,12;591;600;FALSE;0,00%
medium;complete_021_50x1225_100_80;70;161;3148,65;3600;FALSE;128,17%;75;44;600;FALSE;HxSolutionStatus.FEASIBLE;7,04%;82;284;602,597;FALSE;16,90%;70,07;242;600;FALSE;0,00%
medium;complete_022_50x1225_100_20;68;146;3600,22;3600;FALSE;113,04%;71;317;600;FALSE;HxSolutionStatus.FEASIBLE;4,35%;84;205;602,888;FALSE;23,19%;68,06;114;600;FALSE;0,00%
medium;complete_024_50x1225_100_80;69;151;3600,24;3600;FALSE;117,14%;69;232;600;FALSE;HxSolutionStatus.FEASIBLE;0,00%;80;97;601,574;FALSE;15,71%;69,02;357;600;FALSE;0,00%
medium;complete_025_50x1225_100_20;68;151;3138;3600;FALSE;120,29%;75;108;600;FALSE;HxSolutionStatus.FEASIBLE;10,14%;84;392;602,726;FALSE;23,19%;68,08;91;600;FALSE;0,00%
medium;complete_027_50x1225_100_80;69;158;3600,27;3600;FALSE;127,14%;76;114;600;FALSE;HxSolutionStatus.FEASIBLE;10,00%;86;563;601,239;FALSE;24,29%;69,02;166;600;FALSE;0,00%
medium;complete_031_70x2415_100_20;149;834;3481,86;3600;FALSE;456,67%;156;543;600;FALSE;HxSolutionStatus.FEASIBLE;4,67%;185;98;619,1;FALSE;24,00%;149,12;541;600;FALSE;0,00%
medium;complete_037_90x4005_100_20;253;1740;10800,2;10801;FALSE;585,43%;287;599;600;FALSE;HxSolutionStatus.FEASIBLE;13,39%;318;642;650,41;FALSE;25,59%;253,08;200;600;FALSE;0,00%
medium;interval_019_50x260_20_20;0;12;3487,22;3600;FALSE;1200,00%;1;4;600;FALSE;HxSolutionStatus.FEASIBLE;100,00%;0;44;44,322;TRUE;0,00%;0,5;1;1;TRUE;0,00%
medium;interval_024_50x609_50_80;1;39;3140,46;3600;FALSE;1900,00%;2;394;600;FALSE;HxSolutionStatus.FEASIBLE;50,00%;3;98;601,091;FALSE;100,00%;1,09;15;600;FALSE;0,00%
medium;interval_028_70x482_20_20;0;58;1905,66;3600;FALSE;5800,00%;2;239;600;FALSE;HxSolutionStatus.FEASIBLE;200,00%;2;9;601,056;FALSE;200,00%;0,7;0;0;TRUE;0,00%
medium;interval_030_70x496_20_80;0;65;2004,43;3600;FALSE;6500,00%;1;8;600;FALSE;HxSolutionStatus.FEASIBLE;100,00%;0;344;344,658;TRUE;0,00%;0,7;0;0;TRUE;0,00%
medium;interval_032_70x1217_50_50;0;308;3366,83;3600;FALSE;30800,00%;63;458;600;FALSE;HxSolutionStatus.FEASIBLE;6300,00%;7;304;601,117;FALSE;700,00%;0,7;0;0;TRUE;0,00%
medium;interval_035_70x1979_80_50;0;1050;2901,22;3600;FALSE;105000,00%;180;527;600;FALSE;HxSolutionStatus.FEASIBLE;18000,00%;11;464;606,259;FALSE;1100,00%;0,7;0;0;TRUE;0,00%
medium;interval_036_70x1938_80_80;0;581;2551,11;3600;FALSE;58100,00%;31;101;600;FALSE;HxSolutionStatus.FEASIBLE;3100,00%;7;599;601,406;FALSE;700,00%;0,7;0;0;TRUE;0,00%
medium;interval_037_90x827_20_20;0;39;7276,16;10800;FALSE;3900,00%;4;590;600;FALSE;HxSolutionStatus.FEASIBLE;400,00%;2;8;601,232;FALSE;200,00%;0,9;0;0;TRUE;0,00%
medium;interval_038_90x799_20_50;2;168;3346,92;3600;FALSE;5533,33%;4;148;600;FALSE;HxSolutionStatus.FEASIBLE;66,67%;4;377;601,36;FALSE;66,67%;2,03;2;600;FALSE;0,00%
medium;interval_041_90x2073_50_50;0;875;10800,1;10800;FALSE;87500,00%;101;576;600;FALSE;HxSolutionStatus.FEASIBLE;10100,00%;14;395;605,227;FALSE;1400,00%;0,9;0;0;TRUE;0,00%
medium;interval_043_90x3088_80_20;16;1128;3600,1;3600;FALSE;6541,18%;170;465;600;FALSE;HxSolutionStatus.FEASIBLE;905,88%;47;173;631,359;FALSE;182,35%;16,03;24;600;FALSE;0,00%
medium;interval_044_90x3303_80_50;0;1739;10737,86;10800;FALSE;173900,00%;337;429;600;FALSE;HxSolutionStatus.FEASIBLE;33700,00%;23;444;622,266;FALSE;2300,00%;0,9;0;0;TRUE;0,00%
medium;interval_045_90x3226_80_80;0;1197;10800,16;10800;FALSE;119700,00%;217;407;600;FALSE;HxSolutionStatus.FEASIBLE;21700,00%;19;570;604,885;FALSE;1900,00%;0,9;0;0;TRUE;0,00%
medium;random_019_50x245_20_20;1;9;736,94;3601;FALSE;400,00%;2;16;600;FALSE;HxSolutionStatus.FEASIBLE;50,00%;3;166;601,124;FALSE;100,00%;1,07;17;600;FALSE;0,00%
medium;random_021_50x245_20_80;1;9;819,92;3601;FALSE;400,00%;2;29;600;FALSE;HxSolutionStatus.FEASIBLE;50,00%;4;22;601,011;FALSE;150,00%;1,1;170;600;FALSE;0,00%
medium;random_024_50x612_50_80;15;42;3151,11;3600;FALSE;168,75%;15;62;600;FALSE;HxSolutionStatus.FEASIBLE;0,00%;20;22;601,13;FALSE;31,25%;15,09;200;600;FALSE;0,00%
medium;random_028_70x483_20_20;3;43;1863,16;3600;FALSE;1000,00%;4;341;600;FALSE;HxSolutionStatus.FEASIBLE;25,00%;8;22;601,044;FALSE;125,00%;3,12;458;600;FALSE;0,00%
medium;random_030_70x483_20_80;4;51;1625,09;3600;FALSE;940,00%;5;85;600;FALSE;HxSolutionStatus.FEASIBLE;20,00%;8;41;601,283;FALSE;80,00%;4,01;116;600;FALSE;0,00%
medium;random_032_70x1207_50_50;50;298;2427,69;3600;FALSE;486,27%;55;403;600;FALSE;HxSolutionStatus.FEASIBLE;9,80%;71;90;602,953;FALSE;41,18%;50,14;285;600;FALSE;0,00%
medium;random_035_70x1932_80_50;148;960;3033,23;3600;FALSE;544,97%;164;488;600;FALSE;HxSolutionStatus.FEASIBLE;10,74%;179;233;601,558;FALSE;20,81%;148,09;587;600;FALSE;0,00%
medium;random_036_70x1932_80_80;94;642;3014,44;3600;FALSE;576,84%;100;406;600;FALSE;HxSolutionStatus.FEASIBLE;6,32%;113;86;602,962;FALSE;20,00%;94,07;148;600;FALSE;0,00%
medium;random_037_90x801_20_20;6;147;3600,04;3600;FALSE;2014,29%;8;171;600;FALSE;HxSolutionStatus.FEASIBLE;28,57%;15;13;601,533;FALSE;128,57%;6,03;168;600;FALSE;0,00%
medium;random_038_90x801_20_50;12;195;10800,03;10800;FALSE;1407,69%;14;300;600;FALSE;HxSolutionStatus.FEASIBLE;15,38%;22;42;601,389;FALSE;76,92%;12,03;356;600;FALSE;0,00%
medium;random_041_90x2002_50_50;101;783;10800,12;10800;FALSE;668,63%;105;496;600;FALSE;HxSolutionStatus.FEASIBLE;3,92%;125;152;601,706;FALSE;23,53%;101,08;484;600;FALSE;0,00%
medium;random_042_90x2002_50_80;59;540;3609,78;3610;FALSE;801,67%;61;566;600;FALSE;HxSolutionStatus.FEASIBLE;3,33%;79;449;602,472;FALSE;33,33%;59,02;36;600;FALSE;0,00%
medium;random_043_90x3204_80_20;173;1325;10800,14;10800;FALSE;662,07%;187;583;600;FALSE;HxSolutionStatus.FEASIBLE;8,05%;219;624;629,762;FALSE;26,44%;173,02;208;600;FALSE;0,00%
medium;random_044_90x3204_80_50;256;1600;10800,22;10801;FALSE;522,96%;290;579;600;FALSE;HxSolutionStatus.FEASIBLE;13,23%;307;471;617,071;FALSE;19,84%;256,05;301;600;FALSE;0,00%
medium;random_045_90x3204_80_80;167;1281;10800,31;10800;FALSE;663,10%;188;378;600;FALSE;HxSolutionStatus.FEASIBLE;12,50%;203;379;605,817;FALSE;21,43%;167,14;531;600;FALSE;0,00%
small;163-Randomized_edges-0.25-ibm32.hwb;0;3;184,58;3600;FALSE;300,00%;0;15;15;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;45;45,25;TRUE;0,00%;0,32;0;0;TRUE;0,00%
small;190-Randomized_edges-0.25-pores_1.hwb;1;4;371,93;3600;FALSE;150,00%;1;1;600;FALSE;HxSolutionStatus.FEASIBLE;0,00%;1;4;601,075;FALSE;0,00%;1,01;0;600;FALSE;0,00%
small;269-Randomized_edges-0.5-ibm32.hwb;0;5;199,85;3600;FALSE;500,00%;0;13;13;TRUE;HxSolutionStatus.OPTIMAL;0,00%;1;0;601,045;FALSE;100,00%;0,32;0;0;TRUE;0,00%
small;346-Randomized_edges-0.75-can___24.hwb;0;2;46,44;3600;FALSE;200,00%;0;5;5;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;60;60,205;TRUE;0,00%;0,24;0;0;TRUE;0,00%
small;402-Randomized_edges-0.75-pores_1.hwb;1;4;226,33;3600;FALSE;150,00%;1;1;600;FALSE;HxSolutionStatus.FEASIBLE;0,00%;1;0;601,068;FALSE;0,00%;1,02;0;600;FALSE;0,00%
small;487-Randomized_vertices-0.15-jgl011.hwb;4;4;4,48;2857;TRUE;0,00%;4;1;600;TRUE;HxSolutionStatus.FEASIBLE;0,00%;4;0;601,009;TRUE;0,00%;4,02;0;600;TRUE;0,00%
small;508-Randomized_vertices-0.15-pores_1.hwb;0;2;116,47;3600;FALSE;200,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,078;TRUE;0,00%;0,3;0;0;TRUE;0,00%
small;558-Randomized_vertices-0.25-can___24.hwb;0;0;911,28;911;TRUE;0,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,074;TRUE;0,00%;0,24;0;0;TRUE;0,00%
small;587-Randomized_vertices-0.25-ibm32.hwb;0;3;142,6;3600;FALSE;300,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,173;TRUE;0,00%;0,32;0;0;TRUE;0,00%
small;614-Randomized_vertices-0.25-pores_1.hwb;0;2;173,5;3600;FALSE;200,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,068;TRUE;0,00%;0,3;0;0;TRUE;0,00%
small;664-Randomized_vertices-0.5-can___24.hwb;0;0;282,39;282;TRUE;0,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,013;TRUE;0,00%;0,24;0;0;TRUE;0,00%
small;699-Randomized_vertices-0.5-jgl011.hwb;0;0;0,44;0;TRUE;0,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,003;TRUE;0,00%;0,11;0;0;TRUE;0,00%
small;720-Randomized_vertices-0.5-pores_1.hwb;0;3;169,32;3600;FALSE;300,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,005;TRUE;0,00%;0,3;0;0;TRUE;0,00%
small;770-Randomized_vertices-0.75-can___24.hwb;0;0;239,11;239;TRUE;0,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,01;TRUE;0,00%;0,24;0;0;TRUE;0,00%
small;complete_001_10x45_100_20;0;0;22,8;22;TRUE;0,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,022;TRUE;0,00%;0,1;0;0;TRUE;0,00%
small;complete_003_10x45_100_80;2;2;10,82;47;TRUE;0,00%;2;1;600;TRUE;HxSolutionStatus.FEASIBLE;0,00%;2;0;601,005;TRUE;0,00%;2,04;0;600;TRUE;0,00%
small;complete_004_10x45_100_20;2;2;5,41;122;TRUE;0,00%;2;1;600;TRUE;HxSolutionStatus.FEASIBLE;0,00%;3;0;601,013;FALSE;33,33%;2,02;0;600;TRUE;0,00%
small;complete_006_10x45_100_80;1;1;15,18;27;TRUE;0,00%;1;1;600;TRUE;HxSolutionStatus.FEASIBLE;0,00%;1;0;601,01;TRUE;0,00%;1,05;0;600;TRUE;0,00%
small;complete_007_10x45_100_20;0;0;0,74;0;TRUE;0,00%;0;0;0;TRUE;HxSolutionStatus.OPTIMAL;0,00%;0;0;0,017;TRUE;0,00%;0,1;0;0;TRUE;0,00%
small;complete_009_10x45_100_80;1;1;2,63;21;TRUE;0,00%;1;1;600;TRUE;HxSolutionStatus.FEASIBLE;0,00%;1;0;601,002;TRUE;0,00%;1,02;0;600;TRUE;0,00%
